company_id,fiscal_year,province,region,ateco_sector,legal_form,years_in_business,total_fixed_assets,current_assets,total_assets,shareholders_equity,total_debt,short_term_debt,long_term_debt,production_value,production_costs,operating_income,financial_income,financial_expenses,net_profit_loss,roe,roi,leverage,current_ratio,quick_ratio,debt_to_assets,profit_margin,bankruptcy_next_year,financial_health_class,revenue_change
COMP_00004,2018,MI,Lombardia,46,SRL,52,9141818.36,51098841.31,60240659.66,15091336.24,45149323.42,19382599.82,25766723.6,105655581.45,94914299.47,10741281.98,269490.84,1180541.08,9560740.91,0.6335,0.1783,2.9917,2.6363,1.5818,0.7495,0.0905,0,C,
COMP_00004,2019,MI,Lombardia,46,SRL,53,99545432.28,295546098.02,395091530.3,119569114.38,275522415.92,176847615.95,98674799.97,1470166900.34,1306517377.34,163649523.0,1498728.13,9092517.58,154557005.42,1.2926,0.4142,2.3043,1.6712,1.0027,0.6974,0.1051,0,B,1291.47
COMP_00004,2020,MI,Lombardia,46,SRL,54,93241141.44,456802705.74,550043847.18,144151878.33,405891968.85,254076570.9,151815397.94,1409975899.55,1232104254.01,177871645.53,2353163.71,9302080.53,168569565.0,1.1694,0.3234,2.8157,1.7979,1.0787,0.7379,0.1196,0,C,-4.09
COMP_00004,2021,MI,Lombardia,46,SRL,55,657738894.71,1440810796.16,2098549690.88,594305915.35,1504243775.53,736109217.87,768134557.66,8130827385.32,8266977628.18,-136150242.86,4528833.05,33783906.22,-169934149.08,-0.2859,-0.0649,2.5311,1.9573,1.1744,0.7168,-0.0209,1,D,476.66
COMP_00005,2018,MI,Lombardia,62,SNC,49,57958630.06,105035158.39,162993788.46,49150836.74,113842951.72,57768929.61,56074022.1,141822233.65,133178513.33,8643720.31,398533.98,2915712.1,5728008.21,0.1165,0.053,2.3162,1.8182,1.0909,0.6984,0.0404,0,B,
COMP_00005,2019,MI,Lombardia,62,SNC,50,9194261.86,14245986.61,23440248.47,12141157.43,11299091.04,6677348.65,4621742.39,36685774.11,33124553.59,3561220.52,80791.37,378336.23,3182884.28,0.2622,0.1519,0.9306,2.1335,1.2801,0.482,0.0868,0,A,-74.13
COMP_00005,2020,MI,Lombardia,62,SNC,51,73869307.08,163417971.75,237287278.83,60177594.11,177109684.72,71515612.03,105594072.69,214542154.53,212452172.16,2089982.37,896796.6,7687765.99,-5597783.62,-0.093,0.0088,2.9431,2.2851,1.371,0.7464,-0.0261,0,D,484.81
COMP_00005,2021,MI,Lombardia,62,SNC,52,66605476.28,198627734.92,265233211.2,106191372.5,159041838.7,97246268.93,61795569.77,216844483.28,194835092.64,22009390.64,240468.2,3582147.52,18427243.12,0.1735,0.083,1.4977,2.0425,1.2255,0.5996,0.085,0,B,1.07
COMP_00006,2018,RM,Lazio,71,SRL,10,271717563.2,304280948.95,575998512.14,214993145.72,361005366.42,184645491.37,176359875.06,584979969.39,555649294.9,29330674.49,380976.09,8715575.56,20615098.93,0.0959,0.0509,1.6791,1.6479,0.9888,0.6267,0.0352,0,B,
COMP_00006,2019,RM,Lazio,71,SRL,11,143468059.43,319141103.63,462609163.06,74634459.99,387974703.07,267110375.96,120864327.11,652215334.93,621039561.79,31175773.15,1058511.37,12094726.67,19081046.48,0.2557,0.0674,5.1983,1.1948,0.7169,0.8387,0.0293,0,C,11.49
COMP_00006,2020,RM,Lazio,71,SRL,12,146241118.8,154499578.99,300740697.8,164217414.36,136523283.44,56448670.95,80074612.49,243745591.27,225053835.0,18691756.26,547168.22,3493631.41,15198124.85,0.0925,0.0622,0.8314,2.737,1.6422,0.454,0.0624,0,B,-62.63
COMP_00006,2021,RM,Lazio,71,SRL,13,114316118.69,199628806.68,313944925.37,48453921.74,265491003.64,134224689.39,131266314.25,229819524.88,217669377.94,12150146.94,516177.33,13141201.57,-991054.63,-0.0205,0.0387,5.4792,1.4873,0.8924,0.8457,-0.0043,0,C,-5.71
COMP_00007,2018,MO,Emilia-Romagna,10,SRL,0,17146795.47,42539120.85,59685916.32,29774734.15,29911182.17,19470865.24,10440316.92,103872066.0,94167355.25,9704710.75,90743.57,926662.23,8778048.52,0.2948,0.1626,1.0046,2.1848,1.3109,0.5011,0.0845,0,B,
COMP_00007,2019,MO,Emilia-Romagna,10,SRL,1,476686822.62,563201610.12,1039888432.74,122172893.43,917715539.31,540742314.69,376973224.63,1357787448.68,1311745065.94,46042382.74,164380.42,43868074.14,2174308.59,0.0178,0.0443,7.5116,1.0415,0.6249,0.8825,0.0016,0,D,1207.17
COMP_00007,2020,MO,Emilia-Romagna,10,SRL,2,86456420.93,106834724.52,193291145.44,79030743.45,114260401.99,46699555.69,67560846.3,126934480.98,111570507.33,15363973.65,423113.86,5048407.85,10315565.8,0.1305,0.0795,1.4458,2.2877,1.3726,0.5911,0.0813,0,B,-90.65
COMP_00007,2021,MO,Emilia-Romagna,10,SRL,3,174275055.17,213039542.39,387314597.56,167766035.32,219548562.24,102623161.0,116925401.23,564810356.69,508802139.81,56008216.88,1202368.18,9226135.21,46782081.67,0.2789,0.1446,1.3087,2.0759,1.2456,0.5668,0.0828,0,B,344.96
COMP_00008,2018,BO,Emilia-Romagna,47,SRL,36,22412871.78,73007023.67,95419895.45,28021991.96,67397903.49,43764268.51,23633634.98,226311634.97,209573872.03,16737762.94,236938.96,3155680.27,13582082.68,0.4847,0.1754,2.4052,1.6682,1.0009,0.7063,0.06,0,C,
COMP_00008,2019,BO,Emilia-Romagna,47,SRL,37,37970523.53,73282231.4,111252754.93,57408414.63,53844340.3,24275183.06,29569157.24,298495321.78,261854296.02,36641025.77,206692.66,1678381.34,34962644.43,0.609,0.3293,0.9379,3.0188,1.8113,0.484,0.1171,0,A,31.9
COMP_00008,2020,BO,Emilia-Romagna,47,SRL,38,199128444.13,455886202.72,655014646.85,354168966.94,300845679.91,190142130.22,110703549.69,1381020590.12,1332949145.26,48071444.86,1115000.96,14910851.0,33160593.86,0.0936,0.0734,0.8494,2.3976,1.4386,0.4593,0.024,0,B,362.66
COMP_00008,2021,BO,Emilia-Romagna,47,SRL,39,78052544.08,157619724.18,235672268.26,100285613.14,135386655.12,62881868.9,72504786.22,877346722.96,769587812.69,107758910.27,1016043.99,3059786.72,104699123.55,1.044,0.4572,1.35,2.5066,1.504,0.5745,0.1193,0,B,-36.47
COMP_00009,2018,BA,Puglia,10,SRL,52,191995126.11,360229721.72,552224847.83,264970735.24,287254112.59,153275471.44,133978641.15,598834490.49,547642182.94,51192307.55,2491142.3,12195881.67,38996425.88,0.1472,0.0927,1.0841,2.3502,1.4101,0.5202,0.0651,0,B,
COMP_00009,2019,BA,Puglia,10,SRL,53,108557361.43,176349244.14,284906605.57,30361666.69,254544938.88,137587359.26,116957579.63,524056059.47,516196712.2,7859347.27,898322.6,12211414.84,-4352067.57,-0.1433,0.0276,8.3838,1.2817,0.769,0.8934,-0.0083,0,D,-12.49
COMP_00009,2020,BA,Puglia,10,SRL,54,84462701.35,189955874.87,274418576.22,101054952.54,173363623.68,78192553.12,95171070.57,354789258.84,322529148.54,32260110.3,595114.94,8440689.27,23819421.04,0.2357,0.1176,1.7155,2.4293,1.4576,0.6317,0.0671,0,B,-32.3
COMP_00009,2021,BA,Puglia,10,SRL,55,292754108.7,310268743.15,603022851.85,309409004.73,293613847.12,135825850.05,157787997.07,780578017.12,728428255.37,52149761.75,1087873.81,9394398.44,42755363.32,0.1382,0.0865,0.949,2.2843,1.3706,0.4869,0.0548,0,A,120.01
COMP_00010,2018,RM,Lazio,46,SPA,12,33516544598.48,93761396779.26,127277941377.74,56797844163.9,70480097213.84,34699103639.94,35780993573.89,231145086887.72,205727998156.53,25417088731.19,163556120.79,3208494466.54,22208594264.65,0.391,0.1997,1.2409,2.7021,1.6213,0.5537,0.0961,0,B,
COMP_00010,2019,RM,Lazio,46,SPA,13,1887449217.36,6268554319.42,8156003536.79,1628866813.06,6527136723.73,3655183855.82,2871952867.91,25681015724.85,26115523277.86,-434507553.01,2527178.76,271818121.34,-706325674.35,-0.4336,-0.0533,4.0072,1.715,1.029,0.8003,-0.0275,1,D,-88.89
COMP_00010,2020,RM,Lazio,46,SPA,14,5413015136.52,17118395663.39,22531410799.91,-3330561328.54,25861972128.45,17987264204.92,7874707923.53,83889256360.83,86577440528.53,-2688184167.7,20711517.98,836514490.71,-3524698658.41,,-0.1193,,0.9517,0.571,1.1478,-0.042,0,D,226.66
COMP_00011,2018,CT,Sicilia,41,SPA,68,2276836580.05,1791083494.41,4067920074.46,2057174184.98,2010745889.48,1010658193.78,1000087695.7,4350248550.77,3762815847.47,587432703.3,2861688.7,71693127.51,515739575.79,0.2507,0.1444,0.9774,1.7722,1.0633,0.4943,0.1186,0,A,
COMP_00011,2019,CT,Sicilia,41,SPA,69,1085749994.32,929525081.98,2015275076.3,757103080.32,1258171995.98,797430517.74,460741478.25,2210593018.18,1917192985.16,293400033.02,5955003.68,31986629.43,261413403.59,0.3453,0.1456,1.6618,1.1657,0.6994,0.6243,0.1183,0,B,-49.18
COMP_00011,2020,CT,Sicilia,41,SPA,70,2936106965.05,1798333784.65,4734440749.7,1415364554.3,3319076195.39,2143265544.14,1175810651.25,6523988132.93,6380433599.21,143554533.72,22156569.24,149527365.91,-5972832.19,-0.0042,0.0303,2.345,0.8391,0.5034,0.701,-0.0009,0,C,195.12
COMP_00011,2021,CT,Sicilia,41,SPA,71,1025381446.54,1377641337.87,2403022784.41,796653850.06,1606368934.35,1012624881.67,593744052.68,4311249003.15,3826684896.58,484564106.57,6175366.2,62539112.53,422024994.04,0.5297,0.2016,2.0164,1.3605,0.8163,0.6685,0.0979,0,B,-33.92
COMP_00012,2018,VR,Veneto,43,SNC,56,674872212.99,455974993.87,1130847206.86,323368244.93,807478961.93,535989832.64,271489129.29,1912131891.22,1804453895.17,107677996.05,3407428.78,32961774.4,74716221.65,0.2311,0.0952,2.4971,0.8507,0.5104,0.714,0.0391,0,C,
COMP_00012,2019,VR,Veneto,43,SNC,57,79265972.56,50726657.3,129992629.86,57406958.17,72585671.7,40624055.85,31961615.84,217838368.16,194173663.67,23664704.48,511514.55,2797145.09,20867559.4,0.3635,0.182,1.2644,1.2487,0.7492,0.5584,0.0958,0,B,-88.61
COMP_00012,2020,VR,Veneto,43,SNC,58,33727922.02,17038481.3,50766403.32,22056632.85,28709770.46,18566868.5,10142901.96,69285517.49,65344976.94,3940540.55,94200.02,1041369.52,2899171.03,0.1314,0.0776,1.3016,0.9177,0.5506,0.5655,0.0418,0,C,-68.19
COMP_00012,2021,VR,Veneto,43,SNC,59,515753603.24,338961362.01,854714965.24,389205852.7,465509112.55,216529980.99,248979131.55,1690583186.08,1494150475.51,196432710.57,1411199.47,20328851.16,176103859.42,0.4525,0.2298,1.196,1.5654,0.9393,0.5446,0.1042,0,B,2340.02
COMP_00013,2018,MI,Lombardia,43,SRL,42,303111427.61,189741396.49,492852824.1,60151002.48,432701821.61,275550530.25,157151291.37,411701437.43,396983091.68,14718345.76,2351478.1,18536142.46,-3817796.71,-0.0635,0.0299,7.1936,0.6886,0.4132,0.878,-0.0093,0,D,
COMP_00013,2019,MI,Lombardia,43,SRL,43,252586500.71,140756105.31,393342606.02,175921779.52,217420826.5,99540266.39,117880560.11,402588338.15,382385262.43,20203075.72,400518.44,6846366.65,13356709.07,0.0759,0.0514,1.2359,1.4141,0.8484,0.5528,0.0332,0,B,-2.21
COMP_00013,2020,MI,Lombardia,43,SRL,44,809050894.59,349464349.34,1158515243.93,293802650.53,864712593.4,486207089.73,378505503.67,1625551243.83,1414010168.0,211541075.82,3149431.91,30420727.43,181120348.39,0.6165,0.1826,2.9432,0.7188,0.4313,0.7464,0.1114,0,C,303.78
COMP_00013,2021,MI,Lombardia,43,SRL,45,184709477.84,142124488.74,326833966.58,111838691.74,214995274.84,120414708.43,94580566.41,257550313.35,218309952.38,39240360.97,310486.56,10069440.71,29170920.26,0.2608,0.1201,1.9224,1.1803,0.7082,0.6578,0.1133,0,B,-84.16
COMP_00014,2019,MI,Lombardia,47,SRL,0,45793887.6,101367631.12,147161518.72,55660801.36,91500717.37,39713095.44,51787621.93,380312111.21,351971835.81,28340275.4,77688.56,3342368.02,24997907.39,0.4491,0.1926,1.6439,2.5525,1.5315,0.6218,0.0657,0,B,
COMP_00014,2020,MI,Lombardia,47,SRL,1,46557102.6,135761961.32,182319063.92,74962753.7,107356310.22,57107783.56,50248526.66,625305229.79,576381689.48,48923540.31,659763.82,4110765.84,44812774.47,0.5978,0.2683,1.4321,2.3773,1.4264,0.5888,0.0717,0,B,64.42
COMP_00014,2021,MI,Lombardia,47,SRL,2,55063827.98,153409539.43,208473367.41,57713536.51,150759830.89,61090389.54,89669441.35,523884245.09,505874172.78,18010072.32,478163.71,4612441.56,13397630.76,0.2321,0.0864,2.6122,2.5112,1.5067,0.7232,0.0256,0,C,-16.22
COMP_00015,2018,MI,Lombardia,43,SPA,10,119357089.71,83331186.84,202688276.55,91645785.64,111042490.9,51435589.69,59606901.21,359105734.77,338669067.5,20436667.26,411862.43,2842745.26,17593922.0,0.192,0.1008,1.2116,1.6201,0.9721,0.5478,0.049,0,B,
COMP_00015,2019,MI,Lombardia,43,SPA,11,1201230443.78,540598451.43,1741828895.21,858346070.99,883482824.22,602627621.82,280855202.4,1387973090.45,1317883146.67,70089943.79,2528242.72,32451333.83,37638609.96,0.0439,0.0402,1.0293,0.8971,0.5382,0.5072,0.0271,0,C,286.51
COMP_00015,2020,MI,Lombardia,43,SPA,12,2331246514.76,1904517492.28,4235764007.04,1362869939.45,2872894067.59,1657740375.05,1215153692.54,5170175158.75,4747087786.13,423087372.61,358543.71,88721000.27,334366372.34,0.2453,0.0999,2.108,1.1489,0.6893,0.6782,0.0647,0,B,272.5
COMP_00015,2021,MI,Lombardia,43,SPA,13,196495099.32,196044188.89,392539288.21,98290252.18,294249036.03,144883256.15,149365779.88,388645167.49,358532191.45,30112976.04,996429.24,7048900.35,23064075.69,0.2347,0.0767,2.9937,1.3531,0.8119,0.7496,0.0593,0,C,-92.48
COMP_00016,2018,MI,Lombardia,56,SRL,63,27656019.21,32611869.41,60267888.62,28263361.86,32004526.75,19995871.47,12008655.28,119954094.13,110469707.87,9484386.27,151886.53,1467562.58,8016823.69,0.2836,0.1574,1.1324,1.6309,0.9786,0.531,0.0668,0,B,
COMP_00016,2019,MI,Lombardia,56,SRL,64,1127960393.86,1713368234.4,2841328628.26,1428355893.91,1412972734.35,685812106.09,727160628.26,8349778897.19,8022368171.27,327410725.92,10398805.87,57516924.94,269893800.98,0.189,0.1152,0.9892,2.4983,1.499,0.4973,0.0323,0,B,6860.81
COMP_00016,2020,MI,Lombardia,56,SRL,65,45026550.61,115196474.9,160223025.51,29478074.1,130744951.41,59916473.05,70828478.36,406790052.06,404101907.64,2688144.42,620235.8,5511128.39,-2822983.97,-0.0958,0.0168,4.4353,1.9226,1.1536,0.816,-0.0069,0,D,-95.13
COMP_00016,2021,MI,Lombardia,56,SRL,66,917183447.68,2670164740.82,3587348188.5,1898807373.01,1688540815.49,1023036196.91,665504618.58,5687699746.07,5064302640.26,623397105.81,10389340.43,43915543.6,579481562.21,0.3052,0.1738,0.8893,2.61,1.566,0.4707,0.1019,0,A,1298.19
COMP_00017,2018,PA,Sicilia,45,SRL,46,458031982.2,803300542.76,1261332524.96,507012972.32,754319552.64,309117520.38,445202032.26,879202711.94,811578645.96,67624065.98,4664099.59,27394587.45,40229478.53,0.0793,0.0536,1.4878,2.5987,1.5592,0.598,0.0458,0,B,
COMP_00017,2019,PA,Sicilia,45,SRL,47,319758205.78,599002825.06,918761030.84,262303721.89,656457308.94,416346212.58,240111096.37,1019182045.38,900549493.39,118632551.99,3393269.55,23231607.48,95400944.51,0.3637,0.1291,2.5027,1.4387,0.8632,0.7145,0.0936,0,C,15.92
COMP_00017,2020,PA,Sicilia,45,SRL,48,181436652.06,298710613.52,480147265.58,158306253.02,321841012.57,219090034.63,102750977.94,595904449.73,565768456.13,30135993.61,305021.35,10614685.89,19521307.72,0.1233,0.0628,2.033,1.3634,0.818,0.6703,0.0328,0,B,-41.53
COMP_00017,2021,PA,Sicilia,45,SRL,49,460836816.87,719830688.6,1180667505.47,414800052.08,765867453.39,322809443.39,443058010.0,2267950055.44,2012606930.09,255343125.34,2165747.96,34591500.57,220751624.77,0.5322,0.2163,1.8464,2.2299,1.3379,0.6487,0.0973,0,B,280.59
COMP_00018,2018,TO,Piemonte,10,SRL,59,25850196.89,42936701.93,68786898.82,33060389.44,35726509.38,23696095.47,12030413.91,51266511.08,46721788.78,4544722.3,148459.93,1546368.3,2998354.01,0.0907,0.0661,1.0806,1.812,1.0872,0.5194,0.0585,0,B,
COMP_00018,2019,TO,Piemonte,10,SRL,60,950238405.31,1742946951.8,2693185357.12,1160368132.68,1532817224.44,1072882453.58,459934770.86,3474719202.0,3294634076.84,180085125.16,570278.6,38144765.55,141940359.6,0.1223,0.0669,1.321,1.6245,0.9747,0.5691,0.0408,0,B,6677.76
COMP_00018,2020,TO,Piemonte,10,SRL,61,34033904.72,46266489.03,80300393.75,37928454.61,42371939.14,20242323.67,22129615.46,86864121.41,75200005.7,11664115.71,305463.37,1323188.12,10340927.59,0.2726,0.1453,1.1172,2.2856,1.3714,0.5277,0.119,0,B,-97.5
COMP_00018,2021,TO,Piemonte,10,SRL,62,256741870.83,315912906.64,572654777.47,275279143.87,297375633.6,178522564.77,118853068.84,1028882931.64,900548985.27,128333946.37,679938.52,11121699.89,117212246.48,0.4258,0.2241,1.0803,1.7696,1.0618,0.5193,0.1139,0,B,1084.47
COMP_00019,2018,MI,Lombardia,62,SRL,18,201079030.91,229647967.18,430726998.1,217355930.15,213371067.94,118091469.45,95279598.49,684581464.22,649020450.02,35561014.2,586616.96,8673939.56,26887074.64,0.1237,0.0826,0.9817,1.9447,1.1668,0.4954,0.0393,0,B,
COMP_00019,2019,MI,Lombardia,62,SRL,19,181022119.91,487126219.23,668148339.14,322008480.85,346139858.29,148833587.32,197306270.97,1225160178.62,1149668902.91,75491275.71,1628619.19,13718145.96,61773129.75,0.1918,0.113,1.0749,3.273,1.9638,0.5181,0.0504,0,B,78.96
COMP_00019,2020,MI,Lombardia,62,SRL,20,202072945.3,574182951.16,776255896.46,408043458.32,368212438.14,214566407.62,153646030.52,1343109018.65,1252111844.75,90997173.9,3372252.6,12576402.33,78420771.57,0.1922,0.1172,0.9024,2.676,1.6056,0.4743,0.0584,0,A,9.63
COMP_00019,2021,MI,Lombardia,62,SRL,21,203768019.34,327341351.77,531109371.11,135995056.65,395114314.46,176845028.49,218269285.97,795793627.44,708013084.62,87780542.82,380566.52,14808105.38,72972437.44,0.5366,0.1653,2.9054,1.851,1.1106,0.7439,0.0917,0,C,-40.75
COMP_00020,2018,BO,Emilia-Romagna,41,SRL,50,324329237.89,409094960.79,733424198.68,391317334.98,342106863.7,232608111.55,109498752.15,671599724.38,609773650.81,61826073.58,3416981.33,7129561.63,54696511.94,0.1398,0.0843,0.8742,1.7587,1.0552,0.4665,0.0814,0,A,
COMP_00020,2019,BO,Emilia-Romagna,41,SRL,51,183693027.92,261119880.12,444812908.04,156907752.38,287905155.66,121799669.15,166105486.51,511589207.11,457268099.42,54321107.69,853422.88,9816614.93,44504492.76,0.2836,0.1221,1.8349,2.1438,1.2863,0.6473,0.087,0,B,-23.83
COMP_00020,2020,BO,Emilia-Romagna,41,SRL,52,267720947.6,149127796.99,416848744.59,52959784.96,363888959.63,210550522.34,153338437.3,450128522.33,443270574.67,6857947.66,952504.19,14258644.35,-7400696.69,-0.1397,0.0165,6.871,0.7083,0.425,0.873,-0.0164,0,D,-12.01
COMP_00020,2021,BO,Emilia-Romagna,41,SRL,53,285052287.53,208240996.82,493293284.35,196025027.68,297268256.68,145972169.15,151296087.53,682069620.93,616580348.48,65489272.45,1149056.98,6183416.0,59305856.45,0.3025,0.1328,1.5165,1.4266,0.8559,0.6026,0.0869,0,B,51.53
COMP_00021,2018,RM,Lazio,45,SAS,18,37468990.41,61555638.26,99024628.67,42863413.92,56161214.76,25687463.01,30473751.74,97307681.87,87218221.85,10089460.02,424822.42,1912234.8,8177225.22,0.1908,0.1019,1.3102,2.3963,1.4378,0.5671,0.084,0,B,
COMP_00021,2019,RM,Lazio,45,SAS,19,55490983.12,119744669.97,175235653.08,95584001.15,79651651.94,53632701.54,26018950.39,112254179.5,99500661.63,12753517.87,24081.93,1856683.45,10896834.42,0.114,0.0728,0.8333,2.2327,1.3396,0.4545,0.0971,0,A,15.36
COMP_00021,2020,RM,Lazio,45,SAS,20,153634918.77,205604832.0,359239750.77,195599875.5,163639875.27,100385514.78,63254360.48,425899479.45,379434858.95,46464620.5,1275555.96,8179338.22,38285282.29,0.1957,0.1293,0.8366,2.0482,1.2289,0.4555,0.0899,0,A,279.41
COMP_00021,2021,RM,Lazio,45,SAS,21,44517944.37,47349054.92,91866999.29,26098989.93,65768009.37,40212881.75,25555127.62,164545586.05,143819184.63,20726401.42,231472.23,1731611.09,18994790.33,0.7278,0.2256,2.5199,1.1775,0.7065,0.7159,0.1154,0,C,-61.37
COMP_00022,2018,MI,Lombardia,47,SAS,1,35680057.68,130003050.25,165683107.93,55812479.68,109870628.25,61209972.51,48660655.74,281306998.44,269593474.77,11713523.67,641793.06,2777061.04,8936462.62,0.1601,0.0707,1.9686,2.1239,1.2743,0.6631,0.0318,0,B,
COMP_00022,2019,MI,Lombardia,47,SAS,2,25704928.85,143280345.94,168985274.79,76390631.34,92594643.45,48807289.69,43787353.76,469294230.37,446475338.77,22818891.6,827312.4,3384655.23,19434236.37,0.2544,0.135,1.2121,2.9356,1.7614,0.5479,0.0414,0,B,66.83
COMP_00022,2020,MI,Lombardia,47,SAS,3,12371360.22,49575306.24,61946666.46,10886585.93,51060080.53,32955857.66,18104222.87,234291381.66,236624594.34,-2333212.68,197268.84,1852893.64,-4186106.32,-0.3845,-0.0377,4.6902,1.5043,0.9026,0.8243,-0.0179,0,D,-50.08
COMP_00022,2021,MI,Lombardia,47,SAS,4,17108927.33,55136948.92,72245876.25,22222300.66,50023575.6,27336173.65,22687401.95,180834106.37,160684507.14,20149599.22,48404.26,2146418.12,18003181.1,0.8101,0.2789,2.2511,2.017,1.2102,0.6924,0.0996,0,B,-22.82
COMP_00023,2018,NA,Campania,43,SRL,27,770156145.85,370463435.95,1140619581.81,443837345.06,696782236.74,300357091.2,396425145.55,1415439448.83,1307928467.27,107510981.57,2501713.43,26010699.65,81500281.91,0.1836,0.0943,1.5699,1.2334,0.74,0.6109,0.0576,0,B,
COMP_00023,2019,NA,Campania,43,SRL,28,112283500.06,48535190.02,160818690.08,33564154.81,127254535.26,68983312.61,58271222.65,311419655.34,314582435.08,-3162779.74,649719.37,3267531.0,-6430310.74,-0.1916,-0.0197,3.7914,0.7036,0.4221,0.7913,-0.0206,0,D,-78.0
